"","logFC","logCPM","PValue","FDR"
"AT1G76800",-3.27488922047596,0.168909709444358,3.04210016757376e-11,2.07591870529633e-10
"AT5G03150",-3.27488922047596,0.168909709444358,3.04210016757376e-11,2.07591870529633e-10
"AT3G07390",1.4050974909424,6.43390071014753,3.05087803315907e-11,2.08109639694577e-10
"AT3G13910",1.65615800728461,2.96211131615775,3.13744165962541e-11,2.13930938124926e-10
"AT5G43440",-1.45788873562257,4.84638152854365,3.17518689619934e-11,2.16420243689096e-10
"AT1G32460",1.47607954831976,4.49262347343698,3.17949618969552e-11,2.16629508513043e-10
"AT5G48545",-1.48654436592715,4.40677639034924,3.19495550783246e-11,2.17598002117004e-10
"AT4G02410",1.46845198114158,4.61867647272553,3.24400365079519e-11,2.20852475961263e-10
"AT1G12760",1.41163620309614,5.95923603174881,3.26734205079781e-11,2.22354772573368e-10
"AT2G38010",1.40970130789913,6.04186928841261,3.28746437357641e-11,2.23637119234383e-10
"AT2G22850",2.10006785251469,1.47160144350684,3.37525806220171e-11,2.29520173868038e-10
"AT5G42940",1.41970858969755,5.58429138088435,3.38423014825301e-11,2.30040807472423e-10
"AT2G37940",1.39545063212839,6.84951395411677,3.45333382501905e-11,2.34646852945232e-10
"AT2G47490",1.49582211374976,4.17580376896745,3.46856252026688e-11,2.35590048725042e-10
"AT5G61570",1.44433653522087,5.00725362079658,3.56535643323286e-11,2.4207039426101e-10
"AT5G53550",-1.41436457763321,5.75256015745739,3.57196179699085e-11,2.42424720872636e-10
"AT2G31730",1.58704765100237,3.32754162641952,3.72268525412121e-11,2.52556097391545e-10
"AT5G47820",-1.41288479997636,5.74642474950769,3.75465882816317e-11,2.54626455751655e-10
"AT3G46590",-1.40853369646524,5.88099143302231,3.88013766001976e-11,2.63033915122627e-10
"AT5G01710",1.39034114556943,6.95810177331818,3.89502913889809e-11,2.63941063702928e-10
"AT4G16790",1.5171486406357,3.90062572534108,3.97611068227522e-11,2.69331046331723e-10
"AT1G45688",1.38684738597821,7.24411160103928,3.97770496611433e-11,2.6933468598984e-10
"AT2G42620",-1.55635884833531,3.57663049837891,3.98100022010432e-11,2.69359253020082e-10
"AT1G01620",-1.3860554644243,7.36611918910165,3.9811491723611e-11,2.69359253020082e-10
"AT3G25400",1.62058138601882,3.1046428081219,4.02950947890483e-11,2.72525780346975e-10
"AT3G51160",1.40689806825494,5.83862063963726,4.10373316857682e-11,2.77438387417744e-10
"AT1G07510",1.41108490164219,5.6665780768432,4.1123782619019e-11,2.77915381340668e-10
"AT2G22660",-1.44164863952598,5.01994033821351,4.12722011399636e-11,2.78810623079592e-10
"AT5G48460",-1.49427099697815,4.17660633709403,4.17390135924392e-11,2.81855223884362e-10
"AT1G76610",3.90064407448538,-0.134616152702956,4.19992973175888e-11,2.83503364866179e-10
"AT1G48320",1.58744756316809,3.27515332603875,4.2347626845493e-11,2.85744330428311e-10
"AT3G24350",1.43448283271075,5.12479992261289,4.28636184945558e-11,2.89114445270184e-10
"AT4G23020",-1.87727902428647,2.04424455594179,4.29755343821209e-11,2.89757527035333e-10
"AT2G30140",1.4371298571573,5.03756784212797,4.30998905182615e-11,2.90483957567758e-10
"AT1G30757",2.13879477745389,1.42804866137994,4.3748774709915e-11,2.94743671773967e-10
"AT3G18230",-1.5926217154845,3.30015211332455,4.38467741249627e-11,2.95290120195194e-10
"AT4G27300",-1.65416551167342,2.8849071935425,4.41895848976399e-11,2.97484217468401e-10
"AT5G45840",1.6050795974445,3.17215942816027,4.59852026850783e-11,3.09453155713327e-10
"AT3G06080",-1.41101256156528,5.55990755955797,4.63294084841966e-11,3.11649499241712e-10
"AT1G67400",-2.0465447358869,1.62553432568867,4.65117067242748e-11,3.12755449484806e-10
"AT4G39190",1.61190941277413,3.12495163131314,4.72513684086381e-11,3.17606948822845e-10
"AT2G30790",-2.3096255329556,1.10763472693654,4.90577131368706e-11,3.29621828890049e-10
"AT5G07790",-1.7099790142654,2.65228387678981,4.98150317993111e-11,3.34581713771554e-10
"AT2G46225",-1.48073423547987,4.25108939689097,5.04273121434113e-11,3.38564016207089e-10
"AT3G12950",-1.48605818522268,4.13994991924135,5.27499724806894e-11,3.5402217615351e-10
"AT4G35780",-1.44413294448245,4.78395405809887,5.36173321047691e-11,3.59705225321442e-10
"AT5G56220",-1.80830141092607,2.2614913447851,5.39696137710504e-11,3.61929711376784e-10
"AT2G15480",1.69391566927354,2.63213029061949,5.41611114074868e-11,3.63074659024959e-10
"AT5G01015",-1.65416291366856,2.84979223825337,5.46294110286422e-11,3.66073588736586e-10
"AT1G55260",1.38439017334753,6.55079999480582,5.47077174043103e-11,3.66457863363815e-10
"AT4G24060",1.44374263210865,4.72485356636995,5.47704715362144e-11,3.66737707341109e-10
"AT1G02205",1.53770818334698,3.61110062080142,5.54312737690647e-11,3.71020275384594e-10
"AT5G62350",1.37548040607402,7.26476702964,5.62089462961008e-11,3.76081518597294e-10
"AT1G67480",-1.39125132855396,6.09469419054739,5.71166762475377e-11,3.82008741712204e-10
"AT3G44730",1.562949298306,3.40580588881502,5.73361465472703e-11,3.83329961791942e-10
"AT1G34750",1.41869887115418,5.21666089533475,5.84248621320566e-11,3.90459428384842e-10
"AT4G15620",-1.50493102351449,3.89706923851799,6.10642744256398e-11,4.07942953681108e-10
"AT4G39070",1.81627143942324,2.12024435069335,6.2738945783109e-11,4.18970584081778e-10
"AT4G19960",1.40082332812719,5.52850127253657,6.28786964095658e-11,4.19743508716472e-10
"AT2G38870",1.46899014567223,4.24360112177081,6.3250017007844e-11,4.22061086774098e-10
"AT4G04570",1.36922719664059,7.51331633490729,6.41036816582985e-11,4.27594302339577e-10
"AT5G18060",-4.05724756733926,-0.268322328373202,6.47614853651625e-11,4.31817333577092e-10
"AT1G42470",1.38792604026226,6.01950972059883,6.48221764533972e-11,4.32057228720833e-10
"AT2G17260",1.83811779412492,2.09693459995908,6.60331641858879e-11,4.39961055435167e-10
"AT3G44850",1.45732341297338,4.3866309690154,6.68344323747216e-11,4.45130049983717e-10
"AT3G04060",2.66303385247849,0.591637503873191,6.73706856885586e-11,4.48530730347704e-10
"AT2G28660",-1.77882089670161,2.3132222370344,6.74499173828721e-11,4.48887288010945e-10
"AT4G24810",-1.42794492017264,4.91225023080709,6.79259982646804e-11,4.51883648272986e-10
"AT4G23630",1.37052753527101,7.09248369930332,6.87263610008515e-11,4.5703422190106e-10
"AT5G58960",-1.44612028291613,4.59796426718833,6.94152008074525e-11,4.61439526888476e-10
"AT2G34670",1.60175280624798,3.08149464852952,7.01909164595283e-11,4.66418773265653e-10
"AT2G37460",-2.59460027010131,0.721222886109816,7.2403109039287e-11,4.80753344220985e-10
"AT3G05890",2.52152336764716,0.727529487175821,7.2403109039287e-11,4.80753344220985e-10
"AT4G32890",-1.82398265116469,2.11318155314554,7.3104959197119e-11,4.85229309659541e-10
"AT5G65480",-1.42456908297975,4.9622607169012,7.33845391070465e-11,4.86900150743261e-10
"AT1G73600",-1.36987683298076,6.95198108405596,7.40746468004335e-11,4.91292507591798e-10
"AT1G52710",1.50674976262224,3.78074207721464,7.50601674485783e-11,4.97640086273605e-10
"AT5G41070",1.55541865595856,3.36351580525551,7.6999049299301e-11,5.10301129226565e-10
"AT2G42200",-2.26418771844989,1.1256739629439,7.93500020517872e-11,5.25682488014928e-10
"AT5G66330",-3.36216352492018,0.0373322296951962,8.03798305652336e-11,5.32303249156053e-10
"AT5G44568",1.53154503153519,3.5173862771865,8.10928060023233e-11,5.36821479492093e-10
"AT2G17280",1.64797134615547,2.79237834679005,8.18480260373491e-11,5.41615836188863e-10
"AT3G61980",1.61222961255632,2.95631503981334,8.22381447564873e-11,5.43991481187162e-10
"AT1G70890",-1.38512819387111,5.78361637503991,8.45428871781144e-11,5.58995512074142e-10
"AT4G29940",1.42173467043459,4.89088328162066,8.45703328625582e-11,5.58995512074142e-10
"AT2G41240",-2.8844869403893,0.448933332737223,8.51150976435119e-11,5.6238369316006e-10
"AT2G31750",-1.41040011983206,5.13765372947008,8.53251982715273e-11,5.63558912497587e-10
"AT4G32000",-2.18334044379751,1.26102140897977,8.60241524907863e-11,5.679608225062e-10
"AT3G25570",1.40838008891691,5.16149977735643,8.65022137813934e-11,5.70901549090261e-10
"AT3G60380",-1.45286042794371,4.37880955194289,8.72741661322122e-11,5.75778960939421e-10
"AT5G28630",1.78037207744251,2.18841515223256,8.80025154314706e-11,5.80365136661034e-10
"AT5G13460",1.43930799637872,4.55268933936386,8.83724890768697e-11,5.82585304121762e-10
"AT4G12320",-1.36103110424754,7.20219090244919,8.98677974791462e-11,5.92219639399892e-10
"AT1G30260",-1.73975227246084,2.37542713052858,8.99799517493494e-11,5.92735303856019e-10
"AT2G39360",1.39730753884986,5.41991579116826,9.01537282141385e-11,5.93656357953968e-10
"AT3G01690",-1.38223772982714,5.79830486145958,9.12252237223854e-11,6.00485913531048e-10
"AT4G22758",2.21798801002852,1.1956171546151,9.40330885587184e-11,6.18735599274397e-10
"AT2G14247",-2.4667477999703,0.853689649023321,9.64198327551597e-11,6.34201631323723e-10
"AT5G01500",1.45872921634365,4.21368398314396,9.72047377629122e-11,6.39123892556974e-10
"AT3G50410",2.55868821223183,0.678698197685202,9.76946201947064e-11,6.42103400324832e-10
"AT5G63905",2.2336049300607,1.16046464095712,9.81599181670276e-11,6.44919146679498e-10
"AT4G20880",1.43618039445202,4.50177862739717,9.88349117538335e-11,6.49109978284099e-10
"AT2G17450",-1.50928274343892,3.6815228202982,1.0304185770411e-10,6.76485466857288e-10
"AT2G21970",-1.36632041563597,6.40059202679188,1.03085603365843e-10,6.76518619986876e-10
"AT1G53490",-3.04967194379475,0.315706125025129,1.03626746224368e-10,6.79814785831378e-10
"AT3G21260",-2.08534585235459,1.39937689768084,1.06107019258004e-10,6.9582483784234e-10
"AT5G14390",-1.57230388693262,3.16466964925603,1.06479262885949e-10,6.98004106874783e-10
"AT4G35270",-1.46212350494635,4.12249624193122,1.08204464287576e-10,7.09047469692538e-10
"AT5G13180",-1.39361813558147,5.35493212481853,1.08526663007001e-10,7.10892337711278e-10
"AT3G04450",-1.6969058586881,2.51322025825147,1.1106068312522e-10,7.27218697782105e-10
"AT2G04305",1.42537307492784,4.63310526531557,1.1254444029333e-10,7.36658348801308e-10
"AT4G15230",2.18175945686841,1.21269580753873,1.1466982796837e-10,7.50289147593939e-10
"AT1G08230",1.40785299401073,4.90895563927236,1.16836608675356e-10,7.64180482406003e-10
"AT4G13395",3.17336965991814,0.160663922706351,1.18443421670328e-10,7.74400277136252e-10
"AT2G39560",-2.35573744395098,0.96676049753573,1.18669792749365e-10,7.75367412736599e-10
"AT2G02410",-1.51942509224496,3.53603537526131,1.18680043269641e-10,7.75367412736599e-10
"AT2G22980",-1.4170739326089,4.77647364738959,1.21015008562473e-10,7.90327005863923e-10
"AT4G38430",-1.36977090561995,5.91934483076031,1.21900915283151e-10,7.95815422664422e-10
"AT4G23400",-1.36655754880305,6.04392255284283,1.24069371405975e-10,8.09669585774791e-10
"AT1G22180",1.48331745395818,3.78948742076203,1.25651615984581e-10,8.19689254574039e-10
"AT1G34640",-2.01107099674293,1.5975319034645,1.26074961627589e-10,8.22144182818027e-10
"AT4G27470",-1.62762159690043,2.81815693835022,1.27386997535456e-10,8.30390334792090e-10
"AT2G28940",-1.5427836269809,3.33536578076807,1.2759870258029e-10,8.31460349314651e-10
"AT3G22260",1.55385095247294,3.20872405758635,1.28750467261048e-10,8.38652913235804e-10
"AT5G63350",2.62753824831664,0.562023401190369,1.29951484300526e-10,8.46160819376573e-10
"AT4G25620",1.3918338169601,5.21786612715694,1.31408675084128e-10,8.55330553423607e-10
"AT1G47380",1.38749896703361,5.29759995478631,1.31702696918484e-10,8.56925288509806e-10
"AT2G22680",2.54344102787792,0.66606884335186,1.33746455246213e-10,8.69899284624083e-10
"AT1G78890",-1.47425020222493,3.90031078423252,1.38633526870099e-10,9.01349925723296e-10
"AT1G22330",-1.42812000165855,4.45131243889197,1.41389508284683e-10,9.18926681539449e-10
"AT3G45780",-1.3408297187912,7.92211104579769,1.41909913001565e-10,9.21966186921722e-10
"AT5G62280",-8.24811845894177,-0.794644792886645,1.42164265559427e-10,9.23248334097524e-10
"AT1G11700",-1.67749175313466,2.58589410696583,1.42212879009588e-10,9.23248334097524e-10
"AT2G35000",3.61234921474058,-0.0919410431045659,1.42267552611987e-10,9.23260438869849e-10
"AT4G03205",-1.52392504437658,3.42721845998628,1.43104517414961e-10,9.28347412974308e-10
"AT5G07440",1.35624212365241,6.27559486080052,1.46043689003335e-10,9.4690354780899e-10
"AT3G58940",-1.69812666440931,2.4683723345546,1.4607326365274e-10,9.4690354780899e-10
"AT3G10800",1.38327771641998,5.34791732885032,1.46273801754368e-10,9.4785206674263e-10
"AT1G76870",-2.04148513605133,1.44286303958021,1.46726137633803e-10,9.50430924139227e-10
"AT1G14700",-1.45306149021085,4.0903919204936,1.47225513689312e-10,9.53312465122313e-10
"AT3G18524",-1.61867850847702,2.82312301698212,1.49127484417363e-10,9.65270570184655e-10
"AT2G40435",1.5068373511097,3.55000888679101,1.50070220021935e-10,9.71013196389152e-10
"AT2G40080",-1.44273302851796,4.25332037762647,1.50606152966768e-10,9.74120374516463e-10
"AT4G25350",1.65608496901373,2.60356081935328,1.51891414435052e-10,9.82070117813616e-10
"AT5G60850",1.3924054204183,5.04717998969528,1.53302282789886e-10,9.90523094914748e-10
"AT5G14090",-1.74917683704265,2.29014541253164,1.53312102890769e-10,9.90523094914748e-10
"AT1G12090",-1.33395070412597,8.94156415133899,1.54674747522684e-10,9.98957743235715e-10
"AT3G62470",-1.52301371347791,3.40422429837457,1.57782415435146e-10,1.01865213037395e-09
"AT3G26200",-3.70770770579758,-0.199922982451375,1.58527461182777e-10,1.02308438680638e-09
"AT5G21160",-1.38393611001357,5.24756889203686,1.59052273248012e-10,1.02575064419523e-09
"AT3G54000",1.70289558317858,2.41418430682089,1.59057941795646e-10,1.02575064419523e-09
"AT1G04160",1.42930392010032,4.34537279479303,1.60054110196308e-10,1.03179425094471e-09
"AT3G12400",1.39972490254959,4.86996025311724,1.62533242521376e-10,1.04706744512347e-09
"AT4G30260",1.36800840382797,5.5630250320674,1.62543101645319e-10,1.04706744512347e-09
"AT1G05550",4.11562637482981,-0.321897456971972,1.63326624776971e-10,1.05133997826796e-09
"AT4G26200",4.11562637482981,-0.321897456971972,1.63326624776971e-10,1.05133997826796e-09
"AT1G03905",1.94058279723973,1.63999359541338,1.65423510778417e-10,1.0644458001248e-09
"AT1G66400",1.6227483816448,2.77289389432564,1.68951810823962e-10,1.08674926734191e-09
"AT3G16870",1.44302180817595,4.12720776952238,1.70160230165321e-10,1.09411964103726e-09
"AT5G56580",1.85864746829687,1.86939953958633,1.71278136038228e-10,1.1009028133663e-09
"AT1G73200",1.36062083886688,5.7716126916034,1.72997122095331e-10,1.11154306710499e-09
"AT1G70290",-1.4065386409447,4.7001243807347,1.75561753217804e-10,1.12760695499885e-09
"AT1G77990",-1.53663011005529,3.29109563025892,1.75979065849642e-10,1.12964806560246e-09
"AT1G32540",-1.4609899548049,3.92667425906021,1.76008770274043e-10,1.12964806560246e-09
"AT4G22200",-1.41265547582136,4.56090931315664,1.7824786246533e-10,1.14359903834179e-09
"AT3G56080",-1.59564617636195,2.88504193566802,1.79055535420894e-10,1.14835947386775e-09
"AT5G52060",1.34736821677737,6.35839384383159,1.82915115219754e-10,1.17268242001722e-09
"AT5G65207",-3.32604734041138,0.00620846193633103,1.83334363770695e-10,1.17493939948793e-09
"AT4G37320",-1.62626012551397,2.74506583627415,1.85539299532993e-10,1.18863450851422e-09
"AT2G39400",-1.75418781056329,2.1947740815065,1.88022872769667e-10,1.20410398704472e-09
"AT3G21240",1.50238550695091,3.49595365006259,1.92366632786478e-10,1.23147046539948e-09
"AT2G45600",-1.69489626342477,2.41873416470627,1.94327289495098e-10,1.24356661868331e-09
"AT1G12220",-1.54346148781146,3.17854482004847,2.07306234550625e-10,1.32613790656736e-09
"AT3G10500",1.44019506972172,4.05734172406405,2.11954213442633e-10,1.35537509642193e-09
"AT4G25070",2.32351199384257,0.907729873488593,2.13581903016602e-10,1.36528424513318e-09
"AT5G42010",1.94123529474944,1.61064658144749,2.14836096801676e-10,1.3727995176841e-09
"AT3G04110",1.47192905103295,3.72790003279489,2.24729869452629e-10,1.43549591071988e-09
"AT4G23300",-1.41934324616641,4.36776835067869,2.26602647418318e-10,1.44692990679856e-09
"AT5G64780",-1.7872519617467,2.06360581996378,2.27481061780123e-10,1.45200854439646e-09
"AT3G26470",2.3997584084479,0.774410301228969,2.36750406965974e-10,1.51062312590734e-09
"AT1G65845",1.74959576006894,2.12737632360731,2.39801503143049e-10,1.52953290020063e-09
"AT2G26710",-2.83393697143575,0.406289170823918,2.4017633545667e-10,1.53136501560502e-09
"AT1G21010",1.58453635416853,2.89734378412172,2.4051907204076e-10,1.53299122730172e-09
"AT2G20630",1.32389487795305,7.72370698833643,2.43546426098943e-10,1.55172090651889e-09
"AT3G48290",-2.0295864464624,1.47102699698544,2.45015402448471e-10,1.56051157778019e-09
"AT5G37440",2.10430121026573,1.28110012654048,2.50163468767618e-10,1.59271956462646e-09
"AT2G02070",-1.34535331965793,5.92337017714846,2.50854963657082e-10,1.5965407097258e-09
"AT5G24520",-1.42219323292831,4.25405739346485,2.56581099061613e-10,1.63238986713762e-09
"AT4G35590",3.13100996932584,0.124234910915661,2.56915940351793e-10,1.63392556754107e-09
"AT3G59300",-1.35372880050234,5.52724025948992,2.61327720926939e-10,1.66137910726024e-09
"AT5G53360",1.49884182643387,3.39972941673064,2.67952138168563e-10,1.70287431174154e-09
"AT3G45010",1.37136250626839,5.11412176641491,2.70893892933293e-10,1.72094401531714e-09
"AT3G24530",1.35085935645,5.51044723485021,2.80584731859941e-10,1.78186083076911e-09
"AT3G53280",-1.46556420909069,3.72032698331188,2.82657517120078e-10,1.79437232091878e-09
"AT2G36830",1.31406240424463,8.6611703537126,2.88264785634015e-10,1.82930426397078e-09
"AT5G17880",-1.38718048448125,4.72740415583357,2.88440023519098e-10,1.82975215209884e-09
"AT2G20250",-2.07568473981172,1.30903629137597,2.95065785551749e-10,1.87110450808894e-09
"AT1G17230",1.39000004342539,4.63955329581912,2.98527761372198e-10,1.89237159248373e-09
"AT4G13195",-2.0265434931087,1.39253811894288,3.00800259589564e-10,1.9060858783633e-09
"AT3G61630",1.81330721443721,1.92777557149283,3.06807450501546e-10,1.9434473395357e-09
"AT1G75100",-1.51303249304998,3.29890148579851,3.09871188226203e-10,1.96185293607523e-09
"AT3G59900",2.80134229753344,0.279426264382519,3.09937528424172e-10,1.96185293607523e-09
"AT1G52340",-1.64759376358518,2.52100436840899,3.15195726351516e-10,1.9944143625782e-09
"AT5G06280",-1.68907238699576,2.35343360233201,3.16204765820018e-10,2.00007522461338e-09
"AT2G33500",-1.63808053052672,2.61165222549873,3.23128550193594e-10,2.04313072080818e-09
"AT1G74940",-1.63176202521458,2.63428745410863,3.24750247155383e-10,2.05264228887113e-09
"AT4G15450",1.36415035603909,5.10163411854101,3.26659014742282e-10,2.06396080763979e-09
"AT5G02810",-1.46499939970496,3.66863234519182,3.28873612771238e-10,2.07720280783221e-09
"AT2G36880",1.31072991643107,8.30795485586507,3.30863064133505e-10,2.08901370539764e-09
"AT1G72030",-1.42364812007812,4.11610415187022,3.31400192715752e-10,2.09164966398899e-09
"AT5G67630",1.39216054998146,4.53710801927163,3.3228424850176e-10,2.09647257905315e-09
"AT3G12510",1.83702784673896,1.85273848036013,3.41693393739129e-10,2.15505974124862e-09
"AT4G23850",1.31001522478403,8.17355385897807,3.43803622970926e-10,2.16758699617768e-09
"AT1G17410",1.60218681538689,2.71144785468385,3.47455016652544e-10,2.18981833314219e-09
"AT2G17705",1.53837222952224,3.06134597102701,3.52581400756978e-10,2.22132635294928e-09
"AT3G55290",1.63578235611356,2.52177464278443,3.55017553167527e-10,2.23586883358353e-09
"AT3G55110",1.64029450610549,2.53933358091211,3.56929441592083e-10,2.24629137053794e-09
"AT2G24645",-1.63833736532342,2.5422195578315,3.56929441592083e-10,2.24629137053794e-09
"AT5G63980",1.3261866393421,6.25966748628065,3.59141233646285e-10,2.25939769263692e-09
"AT4G37610",-1.49988252488104,3.34239296030561,3.70615362634609e-10,2.33074402336002e-09
"AT1G64060",1.36329761186143,5.0039401198186,3.71614343165709e-10,2.33618610628051e-09
"AT5G44190",-1.37784806448613,4.75620472664493,3.72153173417906e-10,2.33873254164818e-09
"AT3G58710",1.96600461912467,1.47086709634871,3.7354137743461e-10,2.34661297222037e-09
"AT5G20900",1.31965832535307,6.53688760452029,3.84865967003795e-10,2.41688638689919e-09
"AT1G75440",1.39232605937708,4.45283824665155,3.85493761650767e-10,2.4199595816662e-09
"AT2G25690",1.57219337253636,2.86547061699788,3.88193972438697e-10,2.43603561383551e-09
"AT4G14120",-2.36705968788916,0.843424268125067,3.91931678476804e-10,2.45860837273411e-09
"AT4G00570",1.30855104476589,7.62080065832999,3.92467169104775e-10,2.46108447541563e-09
"AT2G42290",-1.98952690135819,1.51179624433311,3.97005588876059e-10,2.48865138412339e-09
"AT2G36000",-1.3286678988977,5.94344717708963,4.03952324365397e-10,2.53128978024381e-09
"AT2G30010",-1.35706984374971,5.1345337142299,4.04691397564289e-10,2.53501243411554e-09
"AT1G73680",-1.41932541965444,4.05150909003023,4.13952843945533e-10,2.59209798377498e-09
"AT5G10030",-1.52628778732784,3.10365055547816,4.15891429818392e-10,2.60330464286249e-09
"AT3G55130",1.34551066085476,5.38211531983501,4.24677711332788e-10,2.65735162034042e-09
"AT1G28260",-1.48038726888336,3.45918773310505,4.29157795225402e-10,2.68442423396269e-09
"AT1G21520",-1.75020719754265,2.07771655741548,4.29770049486684e-10,2.68729248039188e-09
"AT5G25590",-1.44901833488959,3.71450329579098,4.33846592405936e-10,2.71181264749123e-09
"AT4G16980",-1.30087568448852,8.3790049435947,4.41635120760249e-10,2.75950922668028e-09
"AT2G38060",2.78147598070824,0.262763155762712,4.47205703061227e-10,2.79331808024989e-09
"AT1G70610",1.32924181804547,5.71107656466612,4.52691986990853e-10,2.82657643162896e-09
"AT1G76590",1.49936937900531,3.26257701203457,4.53401600256701e-10,2.82999649314098e-09
"AT2G35800",-1.32503117794926,5.92307818186271,4.54715441066332e-10,2.83718417421937e-09
"AT4G19020",1.32363464226767,5.91167343485302,4.67706980076337e-10,2.91720340088284e-09
"AT4G12420",-1.30522745676937,7.270081665859,4.70826821145432e-10,2.93561530459543e-09
"AT1G78120",1.90297262165269,1.58087373743563,4.74139786488877e-10,2.9552177850927e-09
"AT5G13950",-1.35192410255018,5.12673530842564,4.75189813482252e-10,2.96070688136501e-09
"AT5G44005",1.47725657300126,3.40297861085617,4.84125998774504e-10,3.01530988121647e-09
"AT3G26170",-1.60525023578151,2.62249903432143,5.06791714781512e-10,3.15535596493062e-09
"AT1G03730",1.61834236869433,2.50871827141548,5.0738364589029e-10,3.15791679640439e-09
"AT1G74890",-3.41933235134318,-0.155789891695146,5.16289550592925e-10,3.2114721397355e-09
"AT5G22460",-1.72935286540113,2.16268745767215,5.163557847507e-10,3.2114721397355e-09
"AT3G14850",2.08104482439597,1.2205525060185,5.41747348123138e-10,3.36819661708279e-09
"AT4G14746",1.54816439771479,2.8682778615722,5.43706199221411e-10,3.3791736512577e-09
"AT4G38670",-1.85446906338503,1.74979518001963,5.46857747336701e-10,3.39755294836089e-09
"AT3G32980",-2.38722693836985,0.788660397433784,5.487265980775e-10,3.40674258316369e-09
"AT3G07500",-2.37659829199369,0.780017361388553,5.487265980775e-10,3.40674258316369e-09
"AT3G15060",1.39378209769406,4.21114769622385,5.53526025543789e-10,3.43531966793825e-09
"AT3G47540",1.58045294159326,2.70700068788413,5.60040302760364e-10,3.47451547663571e-09
"AT3G51950",-1.2996493850332,7.19558731623764,5.65358295631327e-10,3.50626430738648e-09
"AT5G26340",1.38819348432757,4.25921879172207,6.06275235264422e-10,3.75869146742124e-09
"AT1G15830",-2.17488258632437,1.05397976979603,6.11427535530024e-10,3.78929018208841e-09
"AT3G08730",1.30895716287438,6.19712916382941,6.1263303671025e-10,3.79541579759224e-09
"AT5G23420",-1.36368312230066,4.67463339980265,6.13584555551789e-10,3.79996414619622e-09
"AT1G64690",-1.93631235096402,1.54802922948462,6.2584818036989e-10,3.87454098350099e-09
"AT3G48640",2.42679981493712,0.649677367749574,6.26117763334573e-10,3.87455874014325e-09
"AT3G48490",-1.73933256758436,2.04840218260803,6.26294285857394e-10,3.87455874014325e-09
"AT1G74750",1.38162750849564,4.30738944630915,6.34981299282883e-10,3.92691123288385e-09
"AT5G22060",1.29434558269907,7.27894710390499,6.42021746831392e-10,3.96904745397922e-09
"AT5G58340",-1.66224903112274,2.34518369793191,6.49876905241516e-10,4.01618873606838e-09
"AT5G10290",1.31874040990838,5.61714939991807,6.55173935347388e-10,4.04749325501003e-09
"AT3G21890",4.02837747571999,-0.399218612838998,6.62422352068161e-10,4.08793857437616e-09
"AT3G60550",4.02837747571999,-0.399218612838998,6.62422352068161e-10,4.08793857437616e-09
"AT4G23310",4.02837747571999,-0.399218612838998,6.62422352068161e-10,4.08793857437616e-09
"AT4G04955",-1.51509804671466,3.06774173532719,6.65947524158152e-10,4.10824296572229e-09
"AT5G39380",1.58712486768866,2.6279339256007,6.6788337190013e-10,4.11873191919928e-09
"AT2G05790",-1.31383617585022,5.8179792405188,6.71717006881257e-10,4.14091270497356e-09
"AT5G51910",-2.64590179957351,0.477867839370568,6.77802439722899e-10,4.17695454835229e-09
"AT1G01550",1.29161437745434,7.32896502178752,6.87433428195205e-10,4.2348127643188e-09
"AT2G41880",1.35716756783513,4.68996869027607,6.93811562519349e-10,4.27259864301718e-09
"AT2G19460",1.41850095395863,3.80853519181738,6.95335799662371e-10,4.28047738925959e-09
"AT2G02780",-1.42613966415211,3.74266872062992,7.06378147358859e-10,4.34692331935056e-09
"AT5G53310",1.34184927084665,4.98981810106736,7.14729743800453e-10,4.39676991937485e-09
"AT5G62500",1.46716860374996,3.37056276557139,7.18044315604053e-10,4.41560632068437e-09
"AT5G27670",-1.33155327463195,5.25137913493517,7.19173476239336e-10,4.42099503695229e-09
"AT4G15630",-1.39697038650853,4.06535815330613,7.21709893803624e-10,4.43502779380273e-09
"AT3G21560",1.30850918160493,5.91327237402816,7.23926030105487e-10,4.44708319899305e-09
"AT5G55230",-1.30500368516523,6.08617522008895,7.39301124909115e-10,4.539937325882e-09
"AT5G05830",-1.66546263060958,2.31409132778306,7.41594240033927e-10,4.55082207740019e-09
"AT5G13820",1.65772116946864,2.31798298567236,7.41594240033927e-10,4.55082207740019e-09
"AT5G01600",-1.29075179450186,7.13258953739854,7.45706969084467e-10,4.57445436508903e-09
"AT1G75540",-1.46197238930013,3.38160569671579,7.64191172683805e-10,4.68619932375691e-09
"AT3G49650",-1.58679031128171,2.65266504556787,7.80326489923937e-10,4.78346704885701e-09
"AT1G66260",1.28918941898508,7.09940181518851,7.80873618979256e-10,4.78514317581995e-09
"AT4G12900",-1.52400777148373,2.98849886181794,7.85589294722331e-10,4.81235376300999e-09
"AT3G59580",-2.00082389364845,1.33274004824324,7.8678924260569e-10,4.8180162271367e-09
"AT3G19240",1.32485567283248,5.29128395746899,7.99857150274344e-10,4.89632442515629e-09
"AT5G21090",1.28251350512266,7.88363109884445,8.07681880606247e-10,4.94249293617046e-09
"AT1G01950",1.32003052163162,5.4219142517382,8.10818638319402e-10,4.95995180326735e-09
"AT3G27540",1.36268598429184,4.47706263887386,8.12848760270258e-10,4.96913175399401e-09
"AT3G59110",-1.33769126277331,4.96682416029554,8.12887766197041e-10,4.96913175399401e-09
