"","logFC","logCPM","PValue","FDR"
"AT1G29050",2.03430071859438,3.50428507517752,3.64220950081155e-17,3.69354690850861e-16
"AT5G35790",-1.7973160366207,6.69777853005342,3.67907905924303e-17,3.72877328653599e-16
"AT3G52910",-2.87032367806966,1.52034710837923,3.78510988033169e-17,3.8340136754252e-16
"AT1G53160",-2.93214504397712,1.45154585179403,4.01000098036403e-17,4.05945843310389e-16
"AT1G19970",1.94533425816684,4.11227588104223,4.01413437130427e-17,4.06129115818939e-16
"AT5G42680",-2.26724566871854,2.64565163480806,4.0444435625278e-17,4.0895897515138e-16
"AT2G20670",-2.07353868647777,3.32831344305502,4.08065636450422e-17,4.1238216890536e-16
"AT5G50580",3.47546902479942,0.929715965589404,4.11024902174802e-17,4.15132776702603e-16
"AT5G13730",-1.81364807152946,5.86336078828406,4.17146680617092e-17,4.21072483673708e-16
"AT4G36820",6.10289823306236,0.110707648031434,4.17918042646807e-17,4.21607682607855e-16
"AT2G44830",1.91740046814099,4.3427358526704,4.25201750488129e-17,4.28708316250517e-16
"AT3G01430",2.15379980505384,2.94026128366231,4.34227513960159e-17,4.37556174441813e-16
"AT1G45180",1.89870148663742,4.54444200812543,4.47975640146489e-17,4.5114966109914e-16
"AT3G47160",-2.04584603990415,3.45914126100671,4.51466544006725e-17,4.54403545703487e-16
"AT4G12005",5.30832629983002,0.241497381423906,4.58638408491764e-17,4.61356461200317e-16
"AT3G20680",-1.87595144721481,4.81200455278723,4.77530636252794e-17,4.80084422864152e-16
"AT4G39770",-2.16808135713446,2.91311048155613,4.86313098092337e-17,4.88632867468294e-16
"AT5G63850",1.80702402579992,5.90207089933161,4.86836883010913e-17,4.8887818642618e-16
"AT3G04720",-2.89232854216607,1.47953195303784,4.98319155520979e-17,5.00121343052427e-16
"AT4G13340",1.77127031506452,8.37863589618106,5.0638930318839e-17,5.07929098545188e-16
"AT3G09405",2.89469101022505,1.44768398528461,5.14186722401831e-17,5.15454499297662e-16
"AT2G33170",-1.86495342637591,4.93349025083769,5.23834302539331e-17,5.24824934744707e-16
"AT2G20635",2.20347295437961,2.77777519213523,5.24163875202792e-17,5.24854354534388e-16
"AT3G12920",1.84631527509553,5.16132875762802,5.33272645009637e-17,5.33669470675643e-16
"AT5G47640",-1.80090182133023,6.05248917856883,5.46906594547325e-17,5.47000457235177e-16
"AT4G23050",1.83048142996582,5.43797224907069,5.48504933529048e-17,5.48285406111398e-16
"AT4G30060",1.8757600252884,4.72750735880736,5.57254821337291e-17,5.56713488082277e-16
"AT5G48590",-1.85176893631846,5.10781639907596,5.57855999769823e-17,5.56995799199076e-16
"AT5G05250",-2.0006569740791,3.67370398143982,5.62190215916253e-17,5.61002942058439e-16
"AT3G43800",-1.82211134387736,5.61793405291255,6.10138626133916e-17,6.08502772430077e-16
"AT3G06130",-1.9758515857584,3.8311042240571,6.15155972171259e-17,6.13156890619733e-16
"AT1G01430",-1.834911144365,5.29402684171594,6.57705663059886e-17,6.5519476394735e-16
"AT3G20310",1.82021064605163,5.55636126314031,6.59153373991994e-17,6.56263008969364e-16
"AT1G01180",-2.31813874490383,2.42085550568752,6.673473250129e-17,6.63733936559843e-16
"AT5G45710",1.91881174150653,4.20848550297203,6.67416496294803e-17,6.63733936559843e-16
"AT2G43570",4.51771961896579,0.42604056357821,6.79578523440358e-17,6.75444646123239e-16
"AT4G19530",-1.76910280553875,7.50425033926344,7.10464306611012e-17,7.05741333663655e-16
"AT4G37430",2.16464481963567,2.88004746884318,7.64987766593418e-17,7.59470819043312e-16
"AT5G17990",1.76805166980647,7.36367181207124,7.67600447434329e-17,7.61632157916821e-16
"AT1G07000",1.79700062336764,5.82204997132677,7.7190711116769e-17,7.65470903264023e-16
"AT3G02875",1.99976734528438,3.56820011860408,8.16978173255758e-17,8.0970688225796e-16
"AT1G21380",1.78019377068857,6.40737460742361,8.3375158311576e-17,8.25862828759933e-16
"AT1G29460",-4.05743154281749,0.654431344484161,8.46060389821024e-17,8.37580622607076e-16
"AT4G07400",-2.78609168825189,1.56051255088108,8.95098218461708e-17,8.85625475572498e-16
"AT3G25600",1.87627826460455,4.5586607889151,9.1118686843382e-17,9.01033937829665e-16
"AT3G13380",1.93218049488167,4.01192433668602,9.27647990610318e-17,9.16793093264002e-16
"AT5G47560",-1.868169073207,4.65239358197819,9.43427663182416e-17,9.31861346633796e-16
"AT3G14780",3.86819137172723,0.593577816669081,9.47849209892427e-17,9.35700041589458e-16
"AT3G52430",1.89923487221256,4.25485144289193,1.00888300979541e-16,9.95389484212928e-16
"AT5G43890",4.26778238316153,0.498186974754504,1.01152058890875e-16,9.97428903321581e-16
"AT3G47340",-2.61080653681644,1.7895733126217,1.04567242374085e-16,1.02994315404289e-15
"AT2G26150",2.58174967865909,1.79281872204735,1.04567242374085e-16,1.02994315404289e-15
"AT5G45650",-1.89592358505847,4.33876681016393,1.07123760939791e-16,1.05452968046755e-15
"AT3G28100",-2.41771366245629,2.17394587290766,1.07560349453194e-16,1.05823162042217e-15
"AT5G14940",-2.68233816181686,1.67354427449855,1.10847566100352e-16,1.08995950401151e-15
"AT3G08640",1.78119237558136,6.03168383858328,1.11165553785998e-16,1.09247182509309e-15
"AT3G09560",1.78292856795548,5.94219809867676,1.1404763578669e-16,1.12016562722399e-15
"AT1G21980",1.7983647784139,5.72446766813834,1.16536975440123e-16,1.14397301606944e-15
"AT5G54470",3.20087760534869,1.05425550710892,1.25546920789299e-16,1.23172660839468e-15
"AT3G47480",3.44796457675238,0.84053927620806,1.35385277013781e-16,1.32750465397192e-15
"AT3G63180",-1.86380045096806,4.59526407443341,1.36974280269184e-16,1.34233259077699e-15
"AT3G20390",1.74653680317093,8.04620317238015,1.3888407549048e-16,1.36028587775914e-15
"AT5G17980",1.9685850652008,3.68118479821091,1.42765831602111e-16,1.39752241539737e-15
"AT1G53440",1.75140249080782,7.34340327583599,1.44555253205421e-16,1.41424705752119e-15
"AT3G57120",1.9454237956014,3.80169683052737,1.50515760488273e-16,1.47173771846559e-15
"AT1G18620",-1.77032474451204,6.17546739492948,1.51108061633212e-16,1.47670332114782e-15
"AT2G23300",2.33893906007052,2.27800391318756,1.52281904677309e-16,1.48734331814156e-15
